Project,Study Area,Transect,Point,Protocol,Visit,Date,Start Time,End Time,Observ Time,Time Bin ID,Time Bin,Count,Spp,Common Name,Scientific Name,Detection Cue,DistanceBin,DetectionLocationNm
CHRISADLAM,UN,P217,217,KBO_VRPC_4,2,6/17/19,6:17:00,6:27:00,6:17:00,1,1,1,CAVI,Cassin's Vireo,Vireo cassinii,S,45,
CHRISADLAM,UN,P217,217,KBO_VRPC_4,2,6/17/19,6:17:00,6:27:00,6:17:00,1,1,1,CAVI,Cassin's Vireo,Vireo cassinii,S,75,
CHRISADLAM,UN,P217,217,KBO_VRPC_4,2,6/17/19,6:17:00,6:27:00,6:17:00,1,1,1,WETA,Western Tanager,Piranga ludoviciana,S,85,
CHRISADLAM,UN,P217,217,KBO_VRPC_4,2,6/17/19,6:17:00,6:27:00,6:17:00,1,1,1,STJA,Steller's Jay,Cyanocitta stelleri,C,120,
CHRISADLAM,UN,P217,217,KBO_VRPC_4,2,6/17/19,6:17:00,6:27:00,6:17:00,1,1,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,40,
CHRISADLAM,UN,P217,217,KBO_VRPC_4,2,6/17/19,6:17:00,6:27:00,6:18:00,2,2,1,AMRO,American Robin,Turdus migratorius,S,130,O
CHRISADLAM,UN,P217,217,KBO_VRPC_4,2,6/17/19,6:17:00,6:27:00,6:20:00,4,4,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,75,
CHRISADLAM,UN,P217,217,KBO_VRPC_4,2,6/17/19,6:17:00,6:27:00,6:20:00,4,4,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,20,
CHRISADLAM,UN,P218,218,KBO_VRPC_4,1,6/16/19,7:00:00,7:10:00,7:00:00,1,1,1,PSFL,Pacific-slope Flycatcher,Empidonax difficilis,S,45,
CHRISADLAM,UN,P218,218,KBO_VRPC_4,1,6/16/19,7:00:00,7:10:00,7:00:00,1,1,1,AMRO,American Robin,Turdus migratorius,S,120,
CHRISADLAM,UN,P218,218,KBO_VRPC_4,1,6/16/19,7:00:00,7:10:00,7:00:00,1,1,1,HUVI,Hutton's Vireo,Vireo huttoni,S,110,
CHRISADLAM,UN,P218,218,KBO_VRPC_4,1,6/16/19,7:00:00,7:10:00,7:00:00,1,1,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,90,
CHRISADLAM,UN,P218,218,KBO_VRPC_4,1,6/16/19,7:00:00,7:10:00,7:00:00,1,1,1,STJA,Steller's Jay,Cyanocitta stelleri,C,40,
CHRISADLAM,UN,P218,218,KBO_VRPC_4,1,6/16/19,7:00:00,7:10:00,7:00:00,1,1,1,AMRO,American Robin,Turdus migratorius,V,20,
CHRISADLAM,UN,P218,218,KBO_VRPC_4,1,6/16/19,7:00:00,7:10:00,7:00:00,1,1,1,DEJU,Dark-eyed Junco,Junco hyemalis,S,45,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,1,6/15/19,6:47:00,6:57:00,6:47:00,1,1,1,SPTO,Spotted Towhee,Pipilo maculatus,C,25,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,1,6/15/19,6:47:00,6:57:00,6:47:00,1,1,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,80,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,1,6/15/19,6:47:00,6:57:00,6:47:00,1,1,1,TOSO,Townsend's Solitaire,Myadestes townsendi,S,60,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,1,6/15/19,6:47:00,6:57:00,6:47:00,1,1,1,MOUQ,Mountain Quail,Oreortyx pictus,C,120,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,1,6/15/19,6:47:00,6:57:00,6:47:00,1,1,1,LAZB,Lazuli Bunting,Passerina amoena,S,35,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,1,6/15/19,6:47:00,6:57:00,6:47:00,1,1,1,LAZB,Lazuli Bunting,Passerina amoena,S,85,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,1,6/15/19,6:47:00,6:57:00,6:47:00,1,1,1,HAFL,Hammond's Flycatcher,Empidonax hammondii,S,45,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,1,6/15/19,6:47:00,6:57:00,6:47:00,1,1,1,DEJU,Dark-eyed Junco,Junco hyemalis,S,40,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,1,6/15/19,6:47:00,6:57:00,6:48:00,2,2,1,CAVI,Cassin's Vireo,Vireo cassinii,S,70,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,1,6/15/19,6:47:00,6:57:00,6:50:00,4,4,1,NAWA,Nashville Warbler,Oreothlypis ruficapilla,V,31,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,1,6/15/19,6:47:00,6:57:00,6:50:00,4,4,1,PUFI,Purple Finch,Haemorhous purpureus,S,45,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,1,6/15/19,6:47:00,6:57:00,6:53:00,7,7,1,BUSH,Bushtit,Psaltriparus minimus,C,25,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,1,6/15/19,6:47:00,6:57:00,6:53:00,7,7,1,SOGR,Sooty Grouse,Dendragapus fuliginosus,S,90,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,1,6/15/19,6:47:00,6:57:00,6:53:00,7,7,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,V,20,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,1,6/15/19,6:47:00,6:57:00,6:53:00,7,7,1,RBSA,Red-breasted Sapsucker,Sphyrapicus ruber,V,65,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,1,6/15/19,6:47:00,6:57:00,6:56:00,10,10,1,HEWA,Hermit Warbler,Setophaga occidentalis,V,30,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,2,6/18/19,9:09:00,9:19:00,9:09:00,1,1,2,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,60,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,2,6/18/19,9:09:00,9:19:00,9:09:00,1,1,1,SPTO,Spotted Towhee,Pipilo maculatus,S,45,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,2,6/18/19,9:09:00,9:19:00,9:09:00,1,1,1,DEJU,Dark-eyed Junco,Junco hyemalis,S,35,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,2,6/18/19,9:09:00,9:19:00,9:09:00,1,1,1,WEWP,Western Wood-Pewee,Contopus sordidulus,S,65,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,2,6/18/19,9:09:00,9:19:00,9:09:00,1,1,1,RBNU,Red-breasted Nuthatch,Sitta canadensis,S,70,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,2,6/18/19,9:09:00,9:19:00,9:09:00,1,1,1,CAVI,Cassin's Vireo,Vireo cassinii,S,70,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,2,6/18/19,9:09:00,9:19:00,9:09:00,1,1,1,CAVI,Cassin's Vireo,Vireo cassinii,S,45,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,2,6/18/19,9:09:00,9:19:00,9:09:00,1,1,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,V,32,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,2,6/18/19,9:09:00,9:19:00,9:09:00,1,1,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,40,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,2,6/18/19,9:09:00,9:19:00,9:10:00,2,2,1,HAFL,Hammond's Flycatcher,Empidonax hammondii,S,40,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,2,6/18/19,9:09:00,9:19:00,9:10:00,2,2,1,LAZB,Lazuli Bunting,Passerina amoena,S,60,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,2,6/18/19,9:09:00,9:19:00,9:11:00,3,3,1,RBSA,Red-breasted Sapsucker,Sphyrapicus ruber,V,70,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,2,6/18/19,9:09:00,9:19:00,9:11:00,3,3,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,120,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,2,6/18/19,9:09:00,9:19:00,9:13:00,5,5,1,PIWO,Pileated Woodpecker,Dryocopus pileatus,C,60,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,2,6/18/19,9:09:00,9:19:00,9:13:00,5,5,1,TOSO,Townsend's Solitaire,Myadestes townsendi,S,140,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,2,6/18/19,9:09:00,9:19:00,9:13:00,5,5,1,PUFI,Purple Finch,Haemorhous purpureus,S,70,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,2,6/18/19,9:09:00,9:19:00,9:14:00,6,6,1,SPTO,Spotted Towhee,Pipilo maculatus,S,40,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,2,6/18/19,9:09:00,9:19:00,9:15:00,7,7,1,WETA,Western Tanager,Piranga ludoviciana,S,75,
CHRISADLAM,MULT,P211,211,KBO_VRPC_4,2,6/18/19,9:09:00,9:19:00,9:18:00,10,10,1,WETA,Western Tanager,Piranga ludoviciana,V,66,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,2,6/18/19,9:38:00,9:48:00,9:38:00,1,1,1,CHSP,Chipping Sparrow,Spizella passerina,S,75,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,2,6/18/19,9:38:00,9:48:00,9:38:00,1,1,1,NAWA,Nashville Warbler,Oreothlypis ruficapilla,S,95,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,2,6/18/19,9:38:00,9:48:00,9:38:00,1,1,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,110,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,2,6/18/19,9:38:00,9:48:00,9:38:00,1,1,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,70,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,2,6/18/19,9:38:00,9:48:00,9:38:00,1,1,1,WETA,Western Tanager,Piranga ludoviciana,S,55,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,2,6/18/19,9:38:00,9:48:00,9:38:00,1,1,1,STJA,Steller's Jay,Cyanocitta stelleri,C,160,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,2,6/18/19,9:38:00,9:48:00,9:38:00,1,1,1,LAZB,Lazuli Bunting,Passerina amoena,S,85,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,2,6/18/19,9:38:00,9:48:00,9:39:00,2,2,1,OSFL,Olive-sided Flycatcher,Contopus cooperi,S,200,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,2,6/18/19,9:38:00,9:48:00,9:39:00,2,2,1,SPTO,Spotted Towhee,Pipilo maculatus,S,75,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,2,6/18/19,9:38:00,9:48:00,9:40:00,3,3,1,ACWO,Acorn Woodpecker,Melanerpes formicivorus,C,150,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,2,6/18/19,9:38:00,9:48:00,9:40:00,3,3,1,CASJ,California Scrub-Jay,Aphelocoma californica,C,160,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,2,6/18/19,9:38:00,9:48:00,9:40:00,3,3,1,CAVI,Cassin's Vireo,Vireo cassinii,S,90,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,2,6/18/19,9:38:00,9:48:00,9:42:00,5,5,1,WETA,Western Tanager,Piranga ludoviciana,V,20,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,2,6/18/19,9:38:00,9:48:00,9:42:00,5,5,1,RBNU,Red-breasted Nuthatch,Sitta canadensis,S,40,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,2,6/18/19,9:38:00,9:48:00,9:43:00,6,6,1,WREN,Wrentit,Chamaea fasciata,S,85,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,2,6/18/19,9:38:00,9:48:00,9:43:00,6,6,1,SPTO,Spotted Towhee,Pipilo maculatus,S,65,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,2,6/18/19,9:38:00,9:48:00,9:47:00,10,10,1,LEGO,Lesser Goldfinch,Spinus psaltria,C,80,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,1,6/15/19,7:10:00,7:20:00,7:10:00,1,1,1,RBSA,Red-breasted Sapsucker,Sphyrapicus ruber,V,15,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,1,6/15/19,7:10:00,7:20:00,7:10:00,1,1,1,RBNU,Red-breasted Nuthatch,Sitta canadensis,S,35,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,1,6/15/19,7:10:00,7:20:00,7:10:00,1,1,1,SPTO,Spotted Towhee,Pipilo maculatus,S,90,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,1,6/15/19,7:10:00,7:20:00,7:10:00,1,1,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,130,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,1,6/15/19,7:10:00,7:20:00,7:10:00,1,1,1,WREN,Wrentit,Chamaea fasciata,S,150,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,1,6/15/19,7:10:00,7:20:00,7:10:00,1,1,1,PUFI,Purple Finch,Haemorhous purpureus,S,80,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,1,6/15/19,7:10:00,7:20:00,7:11:00,2,2,1,CAVI,Cassin's Vireo,Vireo cassinii,S,90,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,1,6/15/19,7:10:00,7:20:00,7:11:00,2,2,1,NOFL,Northern Flicker,Colaptes auratus,C,180,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,1,6/15/19,7:10:00,7:20:00,7:12:00,3,3,1,STJA,Steller's Jay,Cyanocitta stelleri,C,200,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,1,6/15/19,7:10:00,7:20:00,7:12:00,3,3,2,SPTO,Spotted Towhee,Pipilo maculatus,C,35,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,1,6/15/19,7:10:00,7:20:00,7:14:00,5,5,2,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,C,70,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,1,6/15/19,7:10:00,7:20:00,7:14:00,5,5,1,ACWO,Acorn Woodpecker,Melanerpes formicivorus,C,200,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,1,6/15/19,7:10:00,7:20:00,7:14:00,5,5,1,NAWA,Nashville Warbler,Oreothlypis ruficapilla,S,60,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,1,6/15/19,7:10:00,7:20:00,7:15:00,6,6,1,MOUQ,Mountain Quail,Oreortyx pictus,C,130,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,1,6/15/19,7:10:00,7:20:00,7:15:00,6,6,1,WETA,Western Tanager,Piranga ludoviciana,S,60,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,1,6/15/19,7:10:00,7:20:00,7:15:00,6,6,1,CAVI,Cassin's Vireo,Vireo cassinii,S,30,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,1,6/15/19,7:10:00,7:20:00,7:15:00,6,6,1,LAZB,Lazuli Bunting,Passerina amoena,V,35,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,1,6/15/19,7:10:00,7:20:00,7:15:00,6,6,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,V,10,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,1,6/15/19,7:10:00,7:20:00,7:15:00,6,6,1,NAWA,Nashville Warbler,Oreothlypis ruficapilla,S,45,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,1,6/15/19,7:10:00,7:20:00,7:15:00,6,6,1,RBSA,Red-breasted Sapsucker,Sphyrapicus ruber,V,30,
CHRISADLAM,MULT,P212,212,KBO_VRPC_4,1,6/15/19,7:10:00,7:20:00,7:15:00,6,6,1,FOSP,Fox Sparrow,Passerella iliaca,S,110,
CHRISADLAM,MULT,P213,213,KBO_VRPC_4,1,6/16/19,7:58:00,8:08:00,7:58:00,1,1,1,WEWP,Western Wood-Pewee,Contopus sordidulus,S,90,
CHRISADLAM,MULT,P213,213,KBO_VRPC_4,1,6/16/19,7:58:00,8:08:00,7:58:00,1,1,1,SPTO,Spotted Towhee,Pipilo maculatus,S,70,
CHRISADLAM,MULT,P213,213,KBO_VRPC_4,1,6/16/19,7:58:00,8:08:00,7:58:00,1,1,2,LAZB,Lazuli Bunting,Passerina amoena,S,65,
CHRISADLAM,MULT,P213,213,KBO_VRPC_4,1,6/16/19,7:58:00,8:08:00,7:58:00,1,1,1,LAZB,Lazuli Bunting,Passerina amoena,S,80,
CHRISADLAM,MULT,P213,213,KBO_VRPC_4,1,6/16/19,7:58:00,8:08:00,7:58:00,1,1,1,HOWR,House Wren,Troglodytes aedon,S,90,
CHRISADLAM,MULT,P213,213,KBO_VRPC_4,1,6/16/19,7:58:00,8:08:00,7:58:00,1,1,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,150,O
CHRISADLAM,MULT,P213,213,KBO_VRPC_4,1,6/16/19,7:58:00,8:08:00,7:58:00,1,1,1,LAZB,Lazuli Bunting,Passerina amoena,S,45,
CHRISADLAM,MULT,P213,213,KBO_VRPC_4,1,6/16/19,7:58:00,8:08:00,7:58:00,1,1,1,LAZB,Lazuli Bunting,Passerina amoena,S,55,
CHRISADLAM,MULT,P213,213,KBO_VRPC_4,1,6/16/19,7:58:00,8:08:00,7:59:00,2,2,1,WETA,Western Tanager,Piranga ludoviciana,S,110,
CHRISADLAM,MULT,P213,213,KBO_VRPC_4,1,6/16/19,7:58:00,8:08:00,8:00:00,3,3,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,300,O
CHRISADLAM,MULT,P213,213,KBO_VRPC_4,1,6/16/19,7:58:00,8:08:00,8:01:00,4,4,1,NOFL,Northern Flicker,Colaptes auratus,S,90,
CHRISADLAM,MULT,P213,213,KBO_VRPC_4,1,6/16/19,7:58:00,8:08:00,8:01:00,4,4,1,LAZB,Lazuli Bunting,Passerina amoena,S,90,
CHRISADLAM,MULT,P213,213,KBO_VRPC_4,1,6/16/19,7:58:00,8:08:00,8:01:00,4,4,1,NAWA,Nashville Warbler,Oreothlypis ruficapilla,S,95,
CHRISADLAM,MULT,P213,213,KBO_VRPC_4,1,6/16/19,7:58:00,8:08:00,8:03:00,6,6,1,ACWO,Acorn Woodpecker,Melanerpes formicivorus,S,110,
CHRISADLAM,MULT,P213,213,KBO_VRPC_4,1,6/16/19,7:58:00,8:08:00,8:03:00,6,6,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,160,
CHRISADLAM,MULT,P213,213,KBO_VRPC_4,1,6/16/19,7:58:00,8:08:00,8:03:00,6,6,1,STJA,Steller's Jay,Cyanocitta stelleri,C,180,
CHRISADLAM,MULT,P213,213,KBO_VRPC_4,1,6/16/19,7:58:00,8:08:00,8:06:00,9,9,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,70,
CHRISADLAM,MULT,P213,213,KBO_VRPC_4,1,6/16/19,7:58:00,8:08:00,8:06:00,9,9,1,SPTO,Spotted Towhee,Pipilo maculatus,S,80,
CHRISADLAM,MULT,P214,214,KBO_VRPC_4,1,6/16/19,8:47:00,8:57:00,8:47:00,1,1,1,HEWA,Hermit Warbler,Setophaga occidentalis,V,35,
CHRISADLAM,MULT,P214,214,KBO_VRPC_4,1,6/16/19,8:47:00,8:57:00,8:47:00,1,1,1,HOWR,House Wren,Troglodytes aedon,S,45,
CHRISADLAM,MULT,P214,214,KBO_VRPC_4,1,6/16/19,8:47:00,8:57:00,8:47:00,1,1,1,SPTO,Spotted Towhee,Pipilo maculatus,S,45,
CHRISADLAM,MULT,P214,214,KBO_VRPC_4,1,6/16/19,8:47:00,8:57:00,8:47:00,1,1,1,SPTO,Spotted Towhee,Pipilo maculatus,S,60,
CHRISADLAM,MULT,P214,214,KBO_VRPC_4,1,6/16/19,8:47:00,8:57:00,8:48:00,2,2,1,PUFI,Purple Finch,Haemorhous purpureus,V,70,
CHRISADLAM,MULT,P214,214,KBO_VRPC_4,1,6/16/19,8:47:00,8:57:00,8:48:00,2,2,2,BRCR,Brown Creeper,Certhia americana,V,20,
CHRISADLAM,MULT,P214,214,KBO_VRPC_4,1,6/16/19,8:47:00,8:57:00,8:51:00,5,5,1,NAWA,Nashville Warbler,Oreothlypis ruficapilla,S,85,
CHRISADLAM,MULT,P214,214,KBO_VRPC_4,1,6/16/19,8:47:00,8:57:00,8:51:00,5,5,1,LAZB,Lazuli Bunting,Passerina amoena,S,150,O
CHRISADLAM,MULT,P214,214,KBO_VRPC_4,1,6/16/19,8:47:00,8:57:00,8:55:00,9,9,1,WREN,Wrentit,Chamaea fasciata,S,160,O
CHRISADLAM,MULT,P214,214,KBO_VRPC_4,1,6/16/19,8:47:00,8:57:00,8:55:00,9,9,1,STJA,Steller's Jay,Cyanocitta stelleri,C,120,
CHRISADLAM,MULT,P215,215,KBO_VRPC_4,1,6/15/19,9:50:00,10:00:00,9:50:00,1,1,1,CAVI,Cassin's Vireo,Vireo cassinii,S,120,
CHRISADLAM,MULT,P215,215,KBO_VRPC_4,1,6/15/19,9:50:00,10:00:00,9:50:00,1,1,1,CAVI,Cassin's Vireo,Vireo cassinii,S,60,
CHRISADLAM,MULT,P215,215,KBO_VRPC_4,1,6/15/19,9:50:00,10:00:00,9:50:00,1,1,1,SPTO,Spotted Towhee,Pipilo maculatus,S,70,
CHRISADLAM,MULT,P215,215,KBO_VRPC_4,1,6/15/19,9:50:00,10:00:00,9:50:00,1,1,1,NAWA,Nashville Warbler,Oreothlypis ruficapilla,S,85,
CHRISADLAM,MULT,P215,215,KBO_VRPC_4,1,6/15/19,9:50:00,10:00:00,9:50:00,1,1,1,NAWA,Nashville Warbler,Oreothlypis ruficapilla,S,110,
CHRISADLAM,MULT,P215,215,KBO_VRPC_4,1,6/15/19,9:50:00,10:00:00,9:50:00,1,1,1,WREN,Wrentit,Chamaea fasciata,S,140,
CHRISADLAM,MULT,P215,215,KBO_VRPC_4,1,6/15/19,9:50:00,10:00:00,9:50:00,1,1,1,SOGR,Sooty Grouse,Dendragapus fuliginosus,S,90,
CHRISADLAM,MULT,P215,215,KBO_VRPC_4,1,6/15/19,9:50:00,10:00:00,9:50:00,1,1,1,DEJU,Dark-eyed Junco,Junco hyemalis,S,65,
CHRISADLAM,MULT,P215,215,KBO_VRPC_4,1,6/15/19,9:50:00,10:00:00,9:51:00,2,2,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,160,
CHRISADLAM,MULT,P215,215,KBO_VRPC_4,1,6/15/19,9:50:00,10:00:00,9:51:00,2,2,1,WETA,Western Tanager,Piranga ludoviciana,S,90,
CHRISADLAM,MULT,P215,215,KBO_VRPC_4,1,6/15/19,9:50:00,10:00:00,9:52:00,3,3,1,NOFL,Northern Flicker,Colaptes auratus,C,170,
CHRISADLAM,MULT,P215,215,KBO_VRPC_4,1,6/15/19,9:50:00,10:00:00,9:52:00,3,3,1,PUFI,Purple Finch,Haemorhous purpureus,S,120,
CHRISADLAM,MULT,P215,215,KBO_VRPC_4,1,6/15/19,9:50:00,10:00:00,9:55:00,6,6,1,LAZB,Lazuli Bunting,Passerina amoena,S,160,
CHRISADLAM,MULT,P215,215,KBO_VRPC_4,1,6/15/19,9:50:00,10:00:00,9:57:00,8,8,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,110,
CHRISADLAM,MULT,P215,215,KBO_VRPC_4,1,6/15/19,9:50:00,10:00:00,9:57:00,8,8,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,200,
CHRISADLAM,MULT,P215,215,KBO_VRPC_4,1,6/15/19,9:50:00,10:00:00,9:57:00,8,8,2,WETA,Western Tanager,Piranga ludoviciana,V,140,
CHRISADLAM,MULT,P215,215,KBO_VRPC_4,1,6/15/19,9:50:00,10:00:00,9:59:00,10,10,1,MGWA,MacGillivray's Warbler,Geothlypis tolmiei,S,35,
CHRISADLAM,RX,P222,222,KBO_VRPC_4,2,6/27/19,5:41:00,5:51:00,5:41:00,1,1,1,HAWO,Hairy Woodpecker,Picoides villosus,C,90,
CHRISADLAM,RX,P222,222,KBO_VRPC_4,2,6/27/19,5:41:00,5:51:00,5:41:00,1,1,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,65,
CHRISADLAM,RX,P222,222,KBO_VRPC_4,2,6/27/19,5:41:00,5:51:00,5:41:00,1,1,1,CAVI,Cassin's Vireo,Vireo cassinii,S,85,
CHRISADLAM,RX,P222,222,KBO_VRPC_4,2,6/27/19,5:41:00,5:51:00,5:41:00,1,1,1,CAVI,Cassin's Vireo,Vireo cassinii,S,110,
CHRISADLAM,RX,P222,222,KBO_VRPC_4,2,6/27/19,5:41:00,5:51:00,5:41:00,1,1,1,WETA,Western Tanager,Piranga ludoviciana,S,95,
CHRISADLAM,RX,P222,222,KBO_VRPC_4,2,6/27/19,5:41:00,5:51:00,5:41:00,1,1,1,CBCH,Chestnut-backed Chickadee,Poecile rufescens,C,75,
CHRISADLAM,RX,P222,222,KBO_VRPC_4,2,6/27/19,5:41:00,5:51:00,5:42:00,2,2,1,PSFL,Pacific-slope Flycatcher,Empidonax difficilis,S,80,
CHRISADLAM,RX,P222,222,KBO_VRPC_4,2,6/27/19,5:41:00,5:51:00,5:44:00,4,4,1,RBSA,Red-breasted Sapsucker,Sphyrapicus ruber,C,75,
CHRISADLAM,RX,P222,222,KBO_VRPC_4,2,6/27/19,5:41:00,5:51:00,5:44:00,4,4,1,STJA,Steller's Jay,Cyanocitta stelleri,C,90,
CHRISADLAM,RX,P222,222,KBO_VRPC_4,2,6/27/19,5:41:00,5:51:00,5:45:00,5,5,2,RBNU,Red-breasted Nuthatch,Sitta canadensis,S,40,
CHRISADLAM,RX,P222,222,KBO_VRPC_4,2,6/27/19,5:41:00,5:51:00,5:45:00,5,5,2,RBSA,Red-breasted Sapsucker,Sphyrapicus ruber,D,80,
CHRISADLAM,RX,P222,222,KBO_VRPC_4,2,6/27/19,5:41:00,5:51:00,5:47:00,7,7,1,DEJU,Dark-eyed Junco,Junco hyemalis,S,55,
CHRISADLAM,RX,P222,222,KBO_VRPC_4,2,6/27/19,5:41:00,5:51:00,5:47:00,7,7,1,AMRO,American Robin,Turdus migratorius,C,60,
CHRISADLAM,RX,P222,222,KBO_VRPC_4,2,6/27/19,5:41:00,5:51:00,5:47:00,7,7,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,45,
CHRISADLAM,RX,P222,222,KBO_VRPC_4,1,6/19/19,8:48:00,8:58:00,8:48:00,1,1,1,NAWA,Nashville Warbler,Oreothlypis ruficapilla,S,90,
CHRISADLAM,RX,P222,222,KBO_VRPC_4,1,6/19/19,8:48:00,8:58:00,8:48:00,1,1,1,NAWA,Nashville Warbler,Oreothlypis ruficapilla,S,110,
CHRISADLAM,RX,P222,222,KBO_VRPC_4,1,6/19/19,8:48:00,8:58:00,8:48:00,1,1,2,WETA,Western Tanager,Piranga ludoviciana,S,120,
CHRISADLAM,RX,P222,222,KBO_VRPC_4,1,6/19/19,8:48:00,8:58:00,8:48:00,1,1,1,RBSA,Red-breasted Sapsucker,Sphyrapicus ruber,D,130,
CHRISADLAM,RX,P222,222,KBO_VRPC_4,1,6/19/19,8:48:00,8:58:00,8:48:00,1,1,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,140,
